,tipo_de_ato,numero_do_ato,orgao_unidade,publicacao,ementa
28,Solução de Consulta,7074, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
29,Solução de Consulta,7073, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131 DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
30,Solução de Consulta,7072, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
31,Solução de Consulta,7071, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131 - COSIT, DE 8 DE OUTUBRO DE 2020 (DOU DE 19/10/2020). Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
32,Solução de Consulta,7070, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
33,Solução de Consulta,7069, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
34,Solução de Consulta,7068, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.    "
35,Solução de Consulta,7067, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 08 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
36,Solução de Consulta,7066, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF n° 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
37,Solução de Consulta,7065, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
38,Solução de Consulta,7064, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
39,Solução de Consulta,7063, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
40,Solução de Consulta,7062, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
41,Solução de Consulta,7061, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
42,Solução de Consulta,7060, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF n° 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; Instrução Normativa RFB nº 1.243, de 2012, artigos 1º a 3º.   "
43,Solução de Consulta,7059, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF n° 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; Instrução Normativa RFB nº 1.243, de 2012, artigos 1º a 3º.   "
44,Solução de Consulta,7058, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF n° 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; Instrução Normativa RFB nº 1.243, de 2012, artigos 1º a 3º.   "
